9.48E-02,9.48E-04,-1.74E+01,6.35E+00
1.97E-01,1.97E-03,-1.76E+01,7.75E+00
2.94E-01,2.94E-03,-1.84E+01,1.18E+01
3.97E-01,3.97E-03,-1.81E+01,1.21E+01
4.88E-01,4.88E-03,-1.44E+01,2.29E-01
5.45E-01,5.45E-03,-1.22E+01,1.71E-02
5.68E-01,5.68E-03,-1.13E+01,5.13E-03
5.82E-01,5.82E-03,-1.08E+01,1.74E-03
5.92E-01,5.92E-03,-1.04E+01,9.84E-04
5.99E-01,5.99E-03,-1.01E+01,6.04E-04
6.05E-01,6.05E-03,-9.92E+00,4.37E-04
6.10E-01,6.10E-03,-9.74E+00,4.17E-04
6.14E-01,6.14E-03,-9.59E+00,3.12E-04
6.21E-01,6.21E-03,-9.35E+00,1.82E-04
6.27E-01,6.27E-03,-9.14E+00,1.58E-04
6.33E-01,6.33E-03,-8.98E+00,1.02E-04
6.33E-01,6.33E-03,-8.98E+00,1.15E-04
6.39E-01,6.39E-03,-8.77E+00,9.60E-05
6.44E-01,6.44E-03,-8.59E+00,5.83E-05
6.49E-01,6.49E-03,-8.45E+00,7.12E-05
6.52E-01,6.52E-03,-8.36E+00,6.15E-05
6.59E-01,6.59E-03,-8.17E+00,4.67E-05
6.64E-01,6.64E-03,-8.01E+00,3.74E-05
6.69E-01,6.69E-03,-7.87E+00,3.46E-05
6.74E-01,6.74E-03,-7.75E+00,3.65E-05
6.74E-01,6.74E-03,-7.75E+00,3.38E-05
6.78E-01,6.78E-03,-7.64E+00,2.58E-05
6.81E-01,6.81E-03,-7.54E+00,2.90E-05
6.85E-01,6.85E-03,-7.45E+00,2.00E-05
6.88E-01,6.88E-03,-7.37E+00,2.44E-05
6.91E-01,6.91E-03,-7.29E+00,2.24E-05
6.93E-01,6.93E-03,-7.22E+00,1.76E-05
6.96E-01,6.96E-03,-7.16E+00,2.13E-05
6.99E-01,6.99E-03,-7.10E+00,5.26E-06
7.01E-01,7.01E-03,-7.04E+00,8.41E-06
7.03E-01,7.03E-03,-6.98E+00,1.74E-05
7.03E-01,7.03E-03,-6.98E+00,1.54E-05
7.03E-01,7.03E-03,-6.98E+00,1.63E-05
7.03E-01,7.03E-03,-6.98E+00,1.72E-05
7.03E-01,7.03E-03,-6.98E+00,1.58E-05
